Area Code: 2016,censusURL_2016,censusURL_2021,sal_id,suburb,postcode,state,state_name,type,lga,statistic_area,elevation,sqkm,lat,lng,timezone,govLvl
SSC32536,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32536,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32512,SAL32512,Sandy Camp,4361,QLD,Queensland,Rural locality,Toowoomba,Rest of QLD,467,58.981,-27.97606,151.8078,Australia/Brisbane,state suburbs
SSC13482,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13482,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13497,SAL13497,Sandy Crossing,2460,NSW,New South Wales,Rural locality,Clarence Valley,Rest of NSW,7,2.118,-29.76446,153.09399,Australia/Sydney,state suburbs
SSC13483,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13483,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13498,SAL13498,Sandy Flat,2372,NSW,New South Wales,Rural locality,Tenterfield,Rest of NSW,939,172.237,-29.24269,151.99386,Australia/Sydney,state suburbs
SSC41293,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41293,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41306,SAL41306,Sandy Grove,5275,SA,South Australia,Rural locality,Kingston,Rest of SA,5,26.503,-36.87215,139.83883,Australia/Adelaide,state suburbs
SSC13485,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13485,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13500,SAL13500,Sandy Hill,2372,NSW,New South Wales,Rural locality,Tenterfield,Rest of NSW,618,175.334,-28.94807,152.25772,Australia/Sydney,state suburbs
SSC13486,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13486,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13501,SAL13501,Sandy Hollow,2333,NSW,New South Wales,Rural locality,Muswellbrook,Rest of NSW,129,46.379,-32.33632,150.55782,Australia/Sydney,state suburbs
SSC32538,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32538,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32514,SAL32514,Sandy Pocket,4871,QLD,Queensland,Rural locality,Cassowary Coast,Rest of QLD,11,5.304,-17.65993,146.03874,Australia/Brisbane,state suburbs
SSC32862,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32862,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32834,SAL32834,Tinnanbar,4650,QLD,Queensland,Rural locality,Fraser Coast,Rest of QLD,10,11.625,-25.77957,152.95591,Australia/Brisbane,state suburbs
SSC13488,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13488,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13503,SAL13503,Sanger,2646,NSW,New South Wales,Rural locality,Federation,Rest of NSW,123,51.559,-35.67286,146.13835,Australia/Sydney,state suburbs
SSC32932,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32932,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32902,SAL32902,Upper Coomera,4209,QLD,Queensland,Major Urban locality,Gold Coast,Rest of QLD,46,24.074,-27.87814,153.28283,Australia/Brisbane,state suburbs
SSC41294,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41294,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41307,SAL41307,Sapphiretown,5222,SA,South Australia,Rural locality,Kangaroo Island,Rest of SA,7,1.023,-35.79033,137.78454,Australia/Adelaide,state suburbs
SSC32540,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32540,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32517,SAL32517,Sarabah,4275,QLD,Queensland,Rural locality,Scenic Rim,Rest of QLD,208,22.651,-28.11925,153.12014,Australia/Brisbane,state suburbs
SSC13492,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13492,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13507,SAL13507,Saratoga,2251,NSW,New South Wales,Major Urban locality,Central Coast,Greater Sydney,7,2.373,-33.47576,151.3525,Australia/Sydney,state suburbs
SSC30108,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC30108,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL30108,SAL30108,Avoca Vale,4306,QLD,Queensland,Rural locality,Somerset,Greater Brisbane,440,205.303,-26.68502,152.22758,Australia/Brisbane,state suburbs
SSC22226,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22226,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL22237,SAL22237,Sargood,3858,VIC,Victoria,Rural locality,Wellington,Rest of VIC,547,73.076,-37.5835,146.73143,Australia/Melbourne,state suburbs
SSC32958,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32958,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32927,SAL32927,Vale View,4352,QLD,Queensland,Rural locality,Toowoomba,Rest of QLD,580,14.49,-27.66007,151.89812,Australia/Brisbane,state suburbs
SSC32543,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32543,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32519,SAL32519,Sarina Beach,4737,QLD,Queensland,Urban locality,Mackay,Rest of QLD,8,12.077,-21.39341,149.2807,Australia/Brisbane,state suburbs
SSC33001,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC33001,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32970,SAL32970,Wallumbilla,4428,QLD,Queensland,Urban locality,Maranoa,Rest of QLD,312,93.95,-26.5936,149.18058,Australia/Brisbane,state suburbs
SSC22227,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22227,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22238,SAL22238,Sarsfield,3875,VIC,Victoria,Rural locality,East Gippsland,Rest of VIC,29,54.365,-37.75086,147.73573,Australia/Melbourne,state suburbs
SSC33002,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC33002,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32971,SAL32971,Wallumbilla North,4428,QLD,Queensland,Rural locality,Maranoa,Rest of QLD,403,740.678,-26.43892,149.25665,Australia/Brisbane,state suburbs
SSC32545,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32545,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32521,SAL32521,Saunders Beach,4818,QLD,Queensland,Urban locality,Townsville,Rest of QLD,12,2.849,-19.16133,146.60594,Australia/Brisbane,state suburbs
SSC60582,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60582,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL60587,SAL60587,Savage River,7321,TAS,Tasmania,Rural locality,Waratah/Wynyard,Rest of TAS,386,148.596,-41.48382,145.22452,Australia/Hobart,state suburbs
SSC32546,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32546,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32522,SAL32522,Savannah,4816,QLD,Queensland,Rural locality,Carpentaria,Rest of QLD,107,3714.233,-19.21232,141.85468,Australia/Brisbane,state suburbs
SSC13496,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13496,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13511,SAL13511,Savernake,2646,NSW,New South Wales,Rural locality,Berrigan,Rest of NSW,130,389.017,-35.73554,146.02409,Australia/Sydney,state suburbs
SSC22229,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22229,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22240,SAL22240,Sawmill Settlement,3723,VIC,Victoria,Rural locality,Mansfield,Rest of VIC,739,5.597,-37.12095,146.36869,Australia/Melbourne,state suburbs
SSC13497,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13497,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13512,SAL13512,Sawpit Creek,2474,NSW,New South Wales,Rural locality,Kyogle,Rest of NSW,258,37.054,-28.37166,152.81994,Australia/Sydney,state suburbs
SSC13498,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13498,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13513,SAL13513,Sawtell,2452,NSW,New South Wales,Urban locality,Coffs Harbour,Rest of NSW,9,3.711,-30.36655,153.09205,Australia/Sydney,state suburbs
SSC13499,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13499,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13514,SAL13514,Sawyers Gully,2326,NSW,New South Wales,Rural locality,Cessnock,Rest of NSW,60,33.014,-32.77678,151.45062,Australia/Sydney,state suburbs
SSC51317,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51317,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL51328,SAL51328,Sawyers Valley,6074,WA,Western Australia,Rural locality,Mundaring,Greater Perth,276,169.416,-31.96308,116.24442,Australia/Perth,state suburbs
SSC51318,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51318,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL51329,SAL51329,Scaddan,6447,WA,Western Australia,Rural locality,Esperance,Rest of WA,185,980.556,-33.41091,121.782,Australia/Perth,state suburbs
SSC60583,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60583,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL60588,SAL60588,Scamander,7215,TAS,Tasmania,Urban locality,Break O'Day,Rest of TAS,38,17.612,-41.46744,148.24954,Australia/Hobart,state suburbs
SSC33022,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC33022,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32991,SAL32991,Warner,4500,QLD,Queensland,Major Urban locality,Moreton Bay,Greater Brisbane,59,10.59,-27.31312,152.94964,Australia/Brisbane,state suburbs
SSC22230,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22230,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22241,SAL22241,Scarsdale,3351,VIC,Victoria,Rural locality,Golden Plains,Rest of VIC,385,66.443,-37.67831,143.6761,Australia/Melbourne,state suburbs
SSC41295,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41295,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41308,SAL41308,Sceale Bay,5680,SA,South Australia,Rural locality,Streaky Bay,Rest of SA,18,135.499,-33.08166,134.24857,Australia/Adelaide,state suburbs
SSC41296,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41296,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41309,SAL41309,Schell Well,5311,SA,South Australia,Rural locality,Loxton Waikerie,Rest of SA,89,146.64,-34.82951,140.46532,Australia/Adelaide,state suburbs
SSC13501,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13501,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13516,SAL13516,Scheyville,2756,NSW,New South Wales,Rural locality,Hawkesbury,Greater Sydney,29,7.412,-33.60339,150.89211,Australia/Sydney,state suburbs
SSC51320,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51320,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL51331,SAL51331,Schroeder,6285,WA,Western Australia,Rural locality,Augusta-Margaret River,Rest of WA,78,531.727,-34.03724,115.35828,Australia/Perth,state suburbs
SSC13503,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13503,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13518,SAL13518,Scone,2337,NSW,New South Wales,Urban locality,Upper Hunter Shire,Rest of NSW,199,108.713,-32.0584,150.84641,Australia/Sydney,state suburbs
SSC60584,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60584,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL60590,SAL60590,Scopus,7330,TAS,Tasmania,Rural locality,Circular Head,Rest of TAS,6,39.437,-40.79546,145.03717,Australia/Hobart,state suburbs
SSC22232,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22232,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22243,SAL22243,Scotchmans Lead,3352,VIC,Victoria,Rural locality,Ballarat,Rest of VIC,388,4.304,-37.66678,143.84693,Australia/Melbourne,state suburbs
SSC60585,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60585,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL60591,SAL60591,Scotchtown,7330,TAS,Tasmania,Rural locality,Circular Head,Rest of TAS,18,25.947,-40.90289,145.09316,Australia/Hobart,state suburbs
SSC32550,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32550,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32526,SAL32526,Scotchy Pocket,4570,QLD,Queensland,Rural locality,Gympie,Rest of QLD,68,41.612,-26.00325,152.53068,Australia/Brisbane,state suburbs
SSC13504,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13504,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13519,SAL13519,Scotia,2648,NSW,New South Wales,Rural locality,Wentworth,Rest of NSW,76,4159.426,-33.19092,141.60252,Australia/Sydney,state suburbs
SSC22233,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22233,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22244,SAL22244,Scotsburn,3352,VIC,Victoria,Rural locality,Ballarat,Rest of VIC,461,24.193,-37.67618,143.93544,Australia/Melbourne,state suburbs
SSC51321,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51321,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL51332,SAL51332,Scotsdale,6333,WA,Western Australia,Rural locality,Denmark,Rest of WA,90,151.541,-34.90454,117.28758,Australia/Perth,state suburbs
SSC41297,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41297,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41310,SAL41310,Scott Creek,5153,SA,South Australia,Rural locality,Adelaide Hills,Greater Adelaide,341,5.673,-35.05936,138.70353,Australia/Adelaide,state suburbs
SSC51322,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51322,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL51333,SAL51333,Scott River,6288,WA,Western Australia,Rural locality,Augusta-Margaret River,Rest of WA,20,135.867,-34.26198,115.25468,Australia/Perth,state suburbs
SSC51323,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51323,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL51334,SAL51334,Scott River East,6275,WA,Western Australia,Rural locality,Nannup,Rest of WA,39,563.421,-34.27866,115.51013,Australia/Perth,state suburbs
SSC51324,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51324,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL51335,SAL51335,Scotts Brook,6244,WA,Western Australia,Rural locality,Boyup Brook,Rest of WA,257,379.03,-33.975,116.63916,Australia/Perth,state suburbs
SSC13508,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13508,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13523,SAL13523,Scotts Head,2447,NSW,New South Wales,Urban locality,Nambucca,Rest of NSW,0,6.448,-30.70176,152.99086,Australia/Sydney,state suburbs
SSC33064,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC33064,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL33033,SAL33033,West End,4810,QLD,Queensland,Major Urban locality,Townsville,Rest of QLD,22,3.087,-19.26363,146.79486,Australia/Brisbane,state suburbs
SSC32551,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32551,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32527,SAL32527,Scottville,4804,QLD,Queensland,Urban locality,Whitsunday,Rest of QLD,207,8.917,-20.57351,147.82044,Australia/Brisbane,state suburbs
SSC32552,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32552,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32528,SAL32528,Scrub Creek,4313,QLD,Queensland,Rural locality,Somerset,Greater Brisbane,106,32.497,-27.02386,152.42917,Australia/Brisbane,state suburbs
SSC32555,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32555,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32531,SAL32531,Scrubby Mountain,4356,QLD,Queensland,Rural locality,Toowoomba,Rest of QLD,454,50.784,-27.76802,151.59012,Australia/Brisbane,state suburbs
SSC60587,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60587,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL60593,SAL60593,Sea Elephant,7256,TAS,Tasmania,Rural locality,King Island,Rest of TAS,22,93.819,-39.82719,144.08142,Australia/Currie,state suburbs
SSC22235,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22235,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL22246,SAL22246,Sea Lake,3533,VIC,Victoria,Urban locality,Buloke,Rest of VIC,66,219.684,-35.48684,142.91326,Australia/Melbourne,state suburbs
SSC51325,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51325,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL51336,SAL51336,Seabird,6042,WA,Western Australia,Rural locality,Gingin,Rest of WA,29,12.844,-31.2653,115.45267,Australia/Perth,state suburbs
SSC22237,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22237,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL22248,SAL22248,Seacombe,3851,VIC,Victoria,Rural locality,Wellington,Rest of VIC,8,81.075,-38.13303,147.42455,Australia/Melbourne,state suburbs
SSC41303,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41303,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41316,SAL41316,Seaford Heights,5169,SA,South Australia,Rural locality,Onkaparinga,Greater Adelaide,84,1.731,-35.19834,138.49707,Australia/Adelaide,state suburbs
SSC41304,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41304,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41317,SAL41317,Seaford Meadows,5169,SA,South Australia,Major Urban locality,Onkaparinga,Greater Adelaide,27,5.015,-35.16682,138.48685,Australia/Adelaide,state suburbs
SSC41305,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41305,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41318,SAL41318,Seaford Rise,5169,SA,South Australia,Major Urban locality,Onkaparinga,Greater Adelaide,33,3.151,-35.20411,138.48487,Australia/Adelaide,state suburbs
